timestamp,window_title,application,cpu_percent,memory_percent,battery_percent,is_charging,active_process_count,network_bytes_sent,network_bytes_recv,screen_resolution,idle_time
2025-02-03T22:01:17.540702,EnhancedMPM.py — workifyext,Cursor,0.0,57.5,74.0,1,874,5013646336,4236041216,"0, 0, 1512, 982",0
2025-02-03T22:01:23.946335,EnhancedMPM.py — workifyext,Cursor,7.6,55.8,74.0,1,875,5013697536,4236052480,"0, 0, 1512, 982",0
2025-02-03T22:01:30.387052,Zoom Workplace,zoom.us,10.6,55.9,74.0,1,874,5013716992,4236055552,"0, 0, 1512, 982",0
2025-02-03T22:01:36.884857,Zoom Workplace,zoom.us,9.2,56.3,74.0,1,874,5013745664,4236061696,"0, 0, 1512, 982",0
2025-02-03T22:01:43.352056,bootcamp — root@syshost: ~ — -zsh — 80×24,Terminal,13.6,56.8,74.0,1,875,5013782528,4236075008,"0, 0, 1512, 982",0
2025-02-03T22:01:49.768233,bootcamp — root@syshost: ~ — -zsh — 80×24,Terminal,11.6,57.0,74.0,1,874,5013821440,4236085248,"0, 0, 1512, 982",0
